city,id,lat,long,date,n,variants
Aachen,3247449,50.77664,6.08342,1773,2,Aachen
Aachen,3247449,50.77664,6.08342,1774,2,Aachen
Aachen,3247449,50.77664,6.08342,1781,2,Aachen
Aachen,3247449,50.77664,6.08342,1790,1,Aachen
Aachen,3247449,50.77664,6.08342,1799,1,Aachen
Alcalá de Henares,3130616,40.48205,-3.35996,1725,4,Alcala|Alcala
Alcalá de Henares,3130616,40.48205,-3.35996,1727,2,Alcala|Alcala
Alcalá de Henares,3130616,40.48205,-3.35996,1728,4,Alcala|Alcala
Alcalá de Henares,3130616,40.48205,-3.35996,1791,2,Alcala|Alcala
Alcalá de Henares,3130616,40.48205,-3.35996,1794,1,Alcalá
Altdorf,2958024,49.3856,11.3573,1700,9,Altdorf|Altdorffii|Altdorfi|Altdorfii|Altorfi|Altorfii
Altdorf,2958024,49.3856,11.3573,1701,4,Altdorfii|[Altdorf]
Altdorf,2958024,49.3856,11.3573,1702,5,Altdorfi|Altdorfii|Altorfii
Altdorf,2958024,49.3856,11.3573,1703,13,Altdorfi|Altdorfii|Altdorfii Noricorum|[S.l. Altdorf]
Altdorf,2958024,49.3856,11.3573,1704,7,Altdorf|Altdorfi|Altdorfii|Altorfii
Altdorf,2958024,49.3856,11.3573,1705,6,Altdorfii
Altdorf,2958024,49.3856,11.3573,1706,7,Altdorfi|Altdorfii|Altorfii|[Altdorf]
Altdorf,2958024,49.3856,11.3573,1707,10,"Altdorf|Altdorfii|Altdorfii Noricum|Altorfii|[Altdorf / Franken]|[Altdorf, Franken]"
Altdorf,2958024,49.3856,11.3573,1708,6,Altdorfii|Altdorfii Noricum|Altorfii
Altdorf,2958024,49.3856,11.3573,1709,9,Altdorfii|Altorfi|Altorfii
Altdorf,2958024,49.3856,11.3573,1710,9,Altdorfii|Altorfi Noricorvm|Altorfii|Altorfii Noric|[Altdorf]|[Altdorfi]
Altdorf,2958024,49.3856,11.3573,1711,7,"Altdorfi|Altdorfii|Altorfi|Altorfii|Altorfii, Nor."
Altdorf,2958024,49.3856,11.3573,1712,11,"Altdorfi|Altdorfii|Altdorfii Noricorum|Altorffi|Altorfi|Altorfi[i]|Altorfii Noric|[Altdorf, Franken]"
Altdorf,2958024,49.3856,11.3573,1713,8,Altdorfii|Altdorfii Noric.|Altorfi|Altorfii
Altdorf,2958024,49.3856,11.3573,1714,10,Altdorff|Altdorfii|Altorfii|Altorfii Noric
Altdorf,2958024,49.3856,11.3573,1715,14,Altdorfii|Altorffi|Altorfii|Altorfio
Altdorf,2958024,49.3856,11.3573,1716,16,Altdorff|Altdorfi|Altdorfii|Altdorfii Noricorum|Altorfi Noric.|Altorfi Noricorum|Altorfi[i] Noric.|Altorfii|[S. l.] [Altdorf]
Altdorf,2958024,49.3856,11.3573,1717,16,Altdorfi|Altdorfii|Altdorfii Noricorum|Altorfi|Altorfi[i]|Altorfii|Altorfii Noricorum
Altdorf,2958024,49.3856,11.3573,1718,10,Altdorfi[i]|Altdorfii|Altdorfii Noric.|Altdorfii Noricorum|Altorfi Noric|Altorfi[i] Noricorum|Altorfii|Altorfii Noricorum
Altdorf,2958024,49.3856,11.3573,1719,20,"Altdorf|Altdorfi|Altdorfii|Altorfi|Altorfii|[Altdorf, Franken]|[Altdorf]"
Altdorf,2958024,49.3856,11.3573,1720,13,Altdorfi|Altdorfi[i]|Altdorfii|Altorfi|Altorfii|[Altdorf]
Altdorf,2958024,49.3856,11.3573,1721,14,Altdorf|Altdorff|Altdorfii|Altdorfii Noric.|Altdorfii Noricorum|Altorfii|Altorfii Noric.|Altorfii Noricorum|Norimbergae et Altorfii|[Altdorf]
Altdorf,2958024,49.3856,11.3573,1722,22,"Altdorff|Altdorfi|Altdorfi[i]|Altdorfii|Altdorfii Noricorum|Altorfii|Altorfii Noricorvm|Altorfii, Nor.|[Altdorf]|[Altdorfii]|[Altorfii]"
Altdorf,2958024,49.3856,11.3573,1723,27,Altdorf|Altdorfii|Altorfi Noric.|Altorfii|Altorfii Noricorum|Altorfii Noricorvm|Altorfii Norimbergensium|Altorfii Nov.|[Altdorf]|[Altdorfii]
Altdorf,2958024,49.3856,11.3573,1724,9,Altdorfii Noricorvm|Altorfi|Altorfii|Altorfii Noricorvm
Altdorf,2958024,49.3856,11.3573,1725,20,Altdorff|Altdorfii|Altdorfii Noricorum|Altorf|Altorfii|Altorfii Noricorum|Altorfii Norimbergensivm
Altdorf,2958024,49.3856,11.3573,1726,17,Altdorfii|Altdorfii Noric.|Altorfi Noric|Altorfii
Altdorf,2958024,49.3856,11.3573,1727,20,Altdorf|Altdorfi|Altdorfii|Altorf|Altorfi|Altorfi[i]|Altorfi[i] Noric.|Altorfii|Altorfii Noric.|Altorfii Noricorum
Altdorf,2958024,49.3856,11.3573,1728,20,Altdorfi|Altdorfii|Altdorfii Noricorum|Altorf|Altorfi|Altorfii|Norimbergae et Altorfii|[Altdorfii]
Altdorf,2958024,49.3856,11.3573,1729,10,"Altdorfii|Altorfii|Altorfii Norimb.|Altorfii Norimbergensium|[Altdorf, Franken]"
Altdorf,2958024,49.3856,11.3573,1730,17,Altdorfii|Altdorfii Noricorum|Altorfii|Altorfii Noricorum|Norimbergae et Altorfii|[Altdorf]
Altdorf,2958024,49.3856,11.3573,1731,11,Altdorfii|Altorfii
Altdorf,2958024,49.3856,11.3573,1732,10,Altdorfii|Altorfi|Altorfii|Norimbergae et Altorfi|[Altdorf]
Altdorf,2958024,49.3856,11.3573,1733,13,Altdorff|Altdorffi|Altdorfii|Altorfi|Altorfii|[Altdorf]
Altdorf,2958024,49.3856,11.3573,1734,10,Altdorfii|Altorfii|Altorfii Noricorum|Norimbergae et Altorfii|[Altdorf]
Altdorf,2958024,49.3856,11.3573,1735,12,Altdorfii|Altorfii
Altdorf,2958024,49.3856,11.3573,1736,16,"Altorfii|Altorfii Nor.|Altorfii, Nor.|[Altorfii]"
Altdorf,2958024,49.3856,11.3573,1737,10,Altdorfii|Altorfii
Altdorf,2958024,49.3856,11.3573,1738,10,Altdorfii|Altorfii|Altorfii Noric|Altorfii Noricorum|Altorfii Noricorvm
Altdorf,2958024,49.3856,11.3573,1739,6,Altdorff|Altdorfii|Altdorfii Noric.|Altorfii|Altorfii Noricorum
Altdorf,2958024,49.3856,11.3573,1740,14,Altdorfii Noricorum|Altorf|Altorfi|Altorfii|Altorfii Noric|Altorfii Noricorum|Altorfii Noricorvm|[Altdorf]
Altdorf,2958024,49.3856,11.3573,1741,19,Altdorf|Altdorfi|Altorfi|Altorfii
Altdorf,2958024,49.3856,11.3573,1742,16,Altdorf|Altdorfii|Altdorfii Noricorum|Altorfii|Altorfii Noric|Altorfii Noricorum|[Altdorf]
Altdorf,2958024,49.3856,11.3573,1743,19,Altdorfii|Altdorfii Noricorum|Altorf|Altorfii|Altorfii Noric|Altorfii Noric.|Altorfii Noricorum
Altdorf,2958024,49.3856,11.3573,1744,16,Altdorfii|Altdorfii Noric.|Altorff|Altorfii|Altorfii Noric|Altorfii Noricorvm
Altdorf,2958024,49.3856,11.3573,1745,18,Altdorfii|Altdorfii Noricorum|Altorfii|Altorfii Noricorum
Altdorf,2958024,49.3856,11.3573,1746,10,Altdorfii Noricorum|Altorf|Altorfii|Altorfii Noric|Altorfii Noricorum|Altorfii Noricum|[Altdorf]
Altdorf,2958024,49.3856,11.3573,1747,9,Altdorfii|Altorfii|Altorfii Noricorum
Altdorf,2958024,49.3856,11.3573,1748,11,Altdorfii|Altorfii|Altorfii Noricorvm
Altdorf,2958024,49.3856,11.3573,1749,12,Altdorfii|Altorfii|Altorfii Noric
Altdorf,2958024,49.3856,11.3573,1750,8,Altdorfii|Altdorfii Noricorvm|Altorfii
Altdorf,2958024,49.3856,11.3573,1751,9,Altdorf|Altorfii
Altdorf,2958024,49.3856,11.3573,1752,13,Altdorfii|Altdorfii Noricorum|Altdorfii Noricorvm|Altorfi|Altorfii
Altdorf,2958024,49.3856,11.3573,1753,3,Altdorfii Noricorum|Altorfii
Altdorf,2958024,49.3856,11.3573,1754,8,Altdorfii|Altorfi Noricum|Altorfii
Altdorf,2958024,49.3856,11.3573,1755,6,Altdorfi|Altdorfii|Altdorfii Noricorum|Altorfii|[Altdorf]
Altdorf,2958024,49.3856,11.3573,1756,9,Altdorfii|Altdorfii Noricorum|Altorfii|Altorfii Noricorum|Altorfii Noricorvm
Altdorf,2958024,49.3856,11.3573,1757,9,Altdorf|Altdorfii Noricorum|Altorfii|Altorfii Noricorum
Altdorf,2958024,49.3856,11.3573,1758,9,Altdorfii|Altorfii|Altorfii Noricorum
Altdorf,2958024,49.3856,11.3573,1759,6,Altdorf|Altdorfii|Altorfii|Altorfii Noricorm|Altorfii Noricorum
Altdorf,2958024,49.3856,11.3573,1760,6,Altdorf|Altorfii|Altorfii Noricorum
Altdorf,2958024,49.3856,11.3573,1761,9,Altdorf|Altdorfii|Altdorfii Noricorum|Altorfii
Altdorf,2958024,49.3856,11.3573,1762,8,Altdorf|Altdorfii|Altdorfii Noric.|Altorfii
Altdorf,2958024,49.3856,11.3573,1763,4,Altdorf|Altdorfii|Altorfii
Altdorf,2958024,49.3856,11.3573,1764,13,Altdorf|Altdorfii|Altorfii
Altdorf,2958024,49.3856,11.3573,1765,3,Altdorf|Altorfii
Altdorf,2958024,49.3856,11.3573,1766,4,Altdorf|Altorfii
Altdorf,2958024,49.3856,11.3573,1767,2,Altdorf|Altorfii
Altdorf,2958024,49.3856,11.3573,1768,1,Altdorf
Altdorf,2958024,49.3856,11.3573,1769,1,Altorfii
Altdorf,2958024,49.3856,11.3573,1771,3,Altdorf|Altorfii
Altdorf,2958024,49.3856,11.3573,1772,2,Altdorf|Altorfii
Altdorf,2958024,49.3856,11.3573,1773,1,Altdorf
Altdorf,2958024,49.3856,11.3573,1774,4,Altdorf|Altorfii Noricorum
Altdorf,2958024,49.3856,11.3573,1775,2,Altdorf|Altorfii Noricorvm
Altdorf,2958024,49.3856,11.3573,1776,1,Altorfii
Altdorf,2958024,49.3856,11.3573,1777,1,Altorfii
Altdorf,2958024,49.3856,11.3573,1778,3,Altdorf|Altorfii
Altdorf,2958024,49.3856,11.3573,1780,1,Altorfii
Altdorf,2958024,49.3856,11.3573,1781,1,Altdorf
Altdorf,2958024,49.3856,11.3573,1783,1,Altdorf
Altdorf,2958024,49.3856,11.3573,1784,2,Altdorf|Altorfii
Altdorf,2958024,49.3856,11.3573,1786,1,Altorfii
Altdorf,2958024,49.3856,11.3573,1787,2,Altorfii
Altdorf,2958024,49.3856,11.3573,1788,1,Norimbergae Et Altorfii
Altdorf,2958024,49.3856,11.3573,1790,5,Altdorf|Altdorf|Altorfii|Altorfii Noricorum
Altdorf,2958024,49.3856,11.3573,1791,3,Altdorfii|Altorfi|Altorfii
Altdorf,2958024,49.3856,11.3573,1792,1,Altorfii
Altdorf,2958024,49.3856,11.3573,1795,2,Altdorf
Altdorf,2958024,49.3856,11.3573,1796,1,Altdorf
Altdorf,2958024,49.3856,11.3573,1800,1,Altdorf
Altenburg,2957773,50.98763,12.43684,1707,1,Altenburg
Altenburg,2957773,50.98763,12.43684,1713,1,Altenburg
Altenburg,2957773,50.98763,12.43684,1714,1,Altenburgi
Altenburg,2957773,50.98763,12.43684,1721,1,Altenburgi
Altenburg,2957773,50.98763,12.43684,1725,1,Altenburgi
Altenburg,2957773,50.98763,12.43684,1743,1,Altenburg
Altenburg,2957773,50.98763,12.43684,1749,1,Altenburg
Altenburg,2957773,50.98763,12.43684,1750,1,Altenburgi
Altenburg,2957773,50.98763,12.43684,1751,1,Altenburgi
Altenburg,2957773,50.98763,12.43684,1752,1,Altenburg
Altenburg,2957773,50.98763,12.43684,1753,3,Altenburgi
Altenburg,2957773,50.98763,12.43684,1754,3,Altenburg
Altenburg,2957773,50.98763,12.43684,1755,8,Altenburg|Altenburgi
Altenburg,2957773,50.98763,12.43684,1756,8,Altenburg
Altenburg,2957773,50.98763,12.43684,1758,1,Altenburg
Altenburg,2957773,50.98763,12.43684,1759,1,Altenburg
Altenburg,2957773,50.98763,12.43684,1760,3,Altenburg|Altenburgi
Altenburg,2957773,50.98763,12.43684,1761,1,Altenburg
Altenburg,2957773,50.98763,12.43684,1762,1,Altenburg
Altenburg,2957773,50.98763,12.43684,1763,2,Altenburg
Altenburg,2957773,50.98763,12.43684,1764,3,Altenburg|Altenburgi
Altenburg,2957773,50.98763,12.43684,1765,5,Altenburg|Altenburgi
Altenburg,2957773,50.98763,12.43684,1766,1,Altenburgi
Altenburg,2957773,50.98763,12.43684,1767,4,Altenburg
Altenburg,2957773,50.98763,12.43684,1768,7,Altenburg
Altenburg,2957773,50.98763,12.43684,1769,3,Altenburg|Altenburgi
Altenburg,2957773,50.98763,12.43684,1770,2,Altenburg
Altenburg,2957773,50.98763,12.43684,1771,3,Altenburgi
Altenburg,2957773,50.98763,12.43684,1772,9,Altenburg
Altenburg,2957773,50.98763,12.43684,1773,3,Altenburgi
Altenburg,2957773,50.98763,12.43684,1774,7,Altenburg|Altenburgi
Altenburg,2957773,50.98763,12.43684,1775,6,Altenburg
Altenburg,2957773,50.98763,12.43684,1776,5,Altenburg
Altenburg,2957773,50.98763,12.43684,1777,4,Altenburg
Altenburg,2957773,50.98763,12.43684,1778,9,Altenburg|Altenburgi
Altenburg,2957773,50.98763,12.43684,1779,3,Altenburg|Altenburgi
Altenburg,2957773,50.98763,12.43684,1780,11,Altenburg|Altenburgi
Altenburg,2957773,50.98763,12.43684,1781,8,Altenburg
Altenburg,2957773,50.98763,12.43684,1782,4,Altenburg|Altenburgi
Altenburg,2957773,50.98763,12.43684,1783,3,Altenburg
Altenburg,2957773,50.98763,12.43684,1784,2,Altenburg|Altenburgi
Altenburg,2957773,50.98763,12.43684,1785,9,Altenburg|Altenburgi
Altenburg,2957773,50.98763,12.43684,1786,3,Altenburg
Altenburg,2957773,50.98763,12.43684,1787,6,Altenburg|Altenburgi
Altenburg,2957773,50.98763,12.43684,1788,6,Altenburg|Altenburgi
Altenburg,2957773,50.98763,12.43684,1789,1,Altenburg
Altenburg,2957773,50.98763,12.43684,1790,3,Altenburg
Altenburg,2957773,50.98763,12.43684,1791,4,Altenburg|Altenburgi
Altenburg,2957773,50.98763,12.43684,1792,1,Altenburg
Altenburg,2957773,50.98763,12.43684,1793,2,Altenburg
Altenburg,2957773,50.98763,12.43684,1794,4,Altenburg|Altenburgi
Altenburg,2957773,50.98763,12.43684,1796,2,Altenburg
Altenburg,2957773,50.98763,12.43684,1797,1,Altenburg
Altenburg,2957773,50.98763,12.43684,1798,3,Altenburg
Altenburg,2957773,50.98763,12.43684,1799,3,Altenburg|Altenburgi
Altona,2911296,53.55,9.93333,1713,1,Altona
Altona,2911296,53.55,9.93333,1723,1,Altona
Altona,2911296,53.55,9.93333,1729,1,Altona
Altona,2911296,53.55,9.93333,1730,1,Altona
Altona,2911296,53.55,9.93333,1731,1,Altona
Altona,2911296,53.55,9.93333,1733,1,Altona
Altona,2911296,53.55,9.93333,1735,1,Altona
Altona,2911296,53.55,9.93333,1744,3,Altona
Altona,2911296,53.55,9.93333,1745,1,Altona
Altona,2911296,53.55,9.93333,1747,4,Altona
Altona,2911296,53.55,9.93333,1753,2,Altona
Altona,2911296,53.55,9.93333,1756,1,Altona
Altona,2911296,53.55,9.93333,1757,1,Altona
Altona,2911296,53.55,9.93333,1758,4,Altona
Altona,2911296,53.55,9.93333,1759,2,Altona
Altona,2911296,53.55,9.93333,1760,4,Altona
Altona,2911296,53.55,9.93333,1762,2,Altona
Altona,2911296,53.55,9.93333,1763,2,Altona
Altona,2911296,53.55,9.93333,1765,4,Altona
Altona,2911296,53.55,9.93333,1766,2,Altona
Altona,2911296,53.55,9.93333,1767,3,Altona|Altona
Altona,2911296,53.55,9.93333,1771,1,Altona
Altona,2911296,53.55,9.93333,1774,1,Altona
Altona,2911296,53.55,9.93333,1776,2,Altona
Altona,2911296,53.55,9.93333,1780,5,Altona
Altona,2911296,53.55,9.93333,1782,6,Altona
Altona,2911296,53.55,9.93333,1783,5,Altona
Altona,2911296,53.55,9.93333,1784,2,Altona
Altona,2911296,53.55,9.93333,1785,1,Altona
Altona,2911296,53.55,9.93333,1788,9,Altona
Altona,2911296,53.55,9.93333,1789,2,Altona|Altona
Altona,2911296,53.55,9.93333,1790,2,Altona
Altona,2911296,53.55,9.93333,1791,3,Altona
Altona,2911296,53.55,9.93333,1792,7,Altona
Altona,2911296,53.55,9.93333,1793,1,Altona
Altona,2911296,53.55,9.93333,1794,3,Altona
Altona,2911296,53.55,9.93333,1795,5,Altona|Altona
Altona,2911296,53.55,9.93333,1796,8,Altona
Altona,2911296,53.55,9.93333,1797,7,Altona
Altona,2911296,53.55,9.93333,1798,9,Altona
Altona,2911296,53.55,9.93333,1799,6,Altona
Altona,2911296,53.55,9.93333,1800,8,Altona
Amberg,2956656,49.44287,11.86267,1716,2,Amberg
Amberg,2956656,49.44287,11.86267,1725,1,Ambergæ
Amberg,2956656,49.44287,11.86267,1732,1,Amberg
Amberg,2956656,49.44287,11.86267,1733,1,Amberg
Amberg,2956656,49.44287,11.86267,1780,3,Amberg
Amberg,2956656,49.44287,11.86267,1786,2,Straubingen u. Amberg
Amberg,2956656,49.44287,11.86267,1800,2,Amberg u. Sulzbach|Amberg
Amsterdam,2759794,52.37403,4.88969,1700,73,A Amsterdam|Amstelaedami|Amsteldam|Amstelodami|Amstelædami|Amsterdam|Amsterdamo|Te Amsteldam|Te Amsterdam|[Amsterdam]
Amsterdam,2759794,52.37403,4.88969,1701,73,A Amsterdam|Amstelaedami|Amsteldam|Amstelodami|Amstelædami|Amsterdam|Cologne [i.e. Amsterdam]
Amsterdam,2759794,52.37403,4.88969,1702,43,"Amstalaedami|Amstelaedami|Amsteldam|Amstelodami|Amstelædami|Amsterdam|Amsterdam|Amsterdam, La Haye|Prostant Amstelaedami"
Amsterdam,2759794,52.37403,4.88969,1703,41,A Amsterdam|Amstaeledami|Amsteaedami|Amstelaedami|Amsteldam|Amstelodami|Amstelædami|Amsterdam|Amsterdamo
Amsterdam,2759794,52.37403,4.88969,1704,37,A Amsterdam|Amstelaedami|Amstelodami|Amstelædami|Amsterdam|T'Amsterdam|Te Amsteldam
Amsterdam,2759794,52.37403,4.88969,1705,38,A Amsterdam|Amstelaedami|Amsteldam|Amstelodami|Amstelodami & Gedani|Amstelædami|Amsterdam|T'Amsterdam|Te Amsterdam
Amsterdam,2759794,52.37403,4.88969,1706,44,A Amsterdam|Amstelaedami|Amsteldam|Amsterdam|Te Amsterdam
Amsterdam,2759794,52.37403,4.88969,1707,37,Amstelaedami|Amsteldam|Amstelodami|Amsterdam
Amsterdam,2759794,52.37403,4.88969,1708,54,A Amsterdam|Amstaelodami|Amstelaedami|Amsteldam|Amstelodami|Amstelædami|Amsterdam
Amsterdam,2759794,52.37403,4.88969,1709,56,Amstelaedami|Amsteldam|Amsteldami|Amstelodami|Amstelædami|Amsterdam
Amsterdam,2759794,52.37403,4.88969,1710,47,A Amsterdam|Amstelaedami|Amsteldam|Amstelodami|Amstelædami|Amsterdam|Tot Amsterdam
Amsterdam,2759794,52.37403,4.88969,1711,44,A Amsterdam|Amstelaedami|Amsteldam|Amstelodami|Amstelædami|Amsterdam|T'Amsterdam|Te Amsteldam
Amsterdam,2759794,52.37403,4.88969,1712,39,Amstelaedami|Amsteldam|Amstelodami|Amstelædami|Amsterdam|T'Amsteldam
Amsterdam,2759794,52.37403,4.88969,1713,24,A Amsterdam|Amstelaedami|Amsteldam|Amstelodami|Amsterdam
Amsterdam,2759794,52.37403,4.88969,1714,50,A Amsterdam|Amstelaedami|Amsteldam|Amstelodami|Amstelædami|Amsterdam|Te Amsteldam
Amsterdam,2759794,52.37403,4.88969,1715,40,A Amsterdam|Amstelaedami|Amsteldam|Amstelodami|Amstelædami|Amsterdam
Amsterdam,2759794,52.37403,4.88969,1716,26,A Amsterdam|Amstelaedami|Amstelodami|Amsterdam|t'Amsterdam
Amsterdam,2759794,52.37403,4.88969,1717,27,Amsteldam|Amstelodami|Amsterdam|Te Amsteldam
Amsterdam,2759794,52.37403,4.88969,1718,58,Amstelaedami|Amsteldam|Amstelodami|Amstelodami Et Trajecti Ad Rhenum|Amsterdam|Amsterdamo|T'Amsterdam|t'Amsterdam
Amsterdam,2759794,52.37403,4.88969,1719,38,Amsterdam|T'Amsterdam
Amsterdam,2759794,52.37403,4.88969,1720,45,A Amsterdam|Amstelaedami|Amsteldam|Amstelodami|Amsterdam
Amsterdam,2759794,52.37403,4.88969,1721,57,A Amsterdam|Amstelaedami|Amsteldam|Amstelodami|Amsterdam|T'Amsterdam
Amsterdam,2759794,52.37403,4.88969,1722,30,A Amsterdam|Amstelaedami|Amsteldam|Amstelodami|Amsterdam|t'Amsteldam
Amsterdam,2759794,52.37403,4.88969,1723,46,A Amsterdam|Amstaelodami|Amstelaedami|Amsteldam|Amstelodami|Amsterdam|Amsterdami
Amsterdam,2759794,52.37403,4.88969,1724,50,A Amsterdam|Amstelaedami|Amsteldam|Amstelodami|Amsterdam
Amsterdam,2759794,52.37403,4.88969,1725,85,A Amsterdam|Amstelaedami|Amstelodami|Amstelædami|Amsterdam|T'Amsterdam|Te Amsterdam
Amsterdam,2759794,52.37403,4.88969,1726,27,Amstelaedami|Amstelaedami|Amsteldam|Amsteledami|Amstelodami|Amsterdam
Amsterdam,2759794,52.37403,4.88969,1727,56,A Amsterdam|Amsteaedami|Amstelaedami|Amstelardami|Amsteldam|Amstelod.|Amstelodami|Amsterdam|t'Amsterdam
Amsterdam,2759794,52.37403,4.88969,1728,33,Amstelaedami|Amsteldam|Amstelodami|Amstelædami|Amsterdam|Te Amsteldam
Amsterdam,2759794,52.37403,4.88969,1729,46,Amstelaedami|Amsteldam|Amstelodami|Amsterdam|t'Amsteldam
Amsterdam,2759794,52.37403,4.88969,1730,57,A Amsterdam|Amstelaedami|Amsteldam|Amsteldami|Amsterdam|T'Amsteldam|t'Amsteldam|À Amsterdam
Amsterdam,2759794,52.37403,4.88969,1731,66,A Amsterdam|Amstelaedami|Amstelod.|Amstelodami|Amstelrædami|Amsterdam|Amsterdam|t'Amsteldam
Amsterdam,2759794,52.37403,4.88969,1732,51,A Amsterdam|Amstelaedami|Amsteldam|Amstelodami|Amsterdam|t'Amsteldam
Amsterdam,2759794,52.37403,4.88969,1733,54,A Amsterdam|Amstelaedami|Amsteldam|Amstelod|Amstelodami|Amstelodami|Amsterdam|Te Amsteldam|t'Amsterdam|te Amsteldam
Amsterdam,2759794,52.37403,4.88969,1734,57,A Amsterdam|Amstelaedami|Amsteldam|Amsterdam|Te Amsteldam|t'Amsteldam|t'Amsterdam
Amsterdam,2759794,52.37403,4.88969,1735,97,A Amsterdam|Amstelaedami|Amsteldam|Amstelædami|Amsterdam|Te Amsteldam|t'Amsteldam
Amsterdam,2759794,52.37403,4.88969,1736,38,Amstelaedami|Amsteldam|Amsterdam|Te Amsteldam
Amsterdam,2759794,52.37403,4.88969,1737,61,Amstelaedami|Amsteldam|Amstelodami|Amsterdam|Te Amsteldam|a Amsterdam|t'Amsterdam|t'Amsterdam [Amsterdam]
Amsterdam,2759794,52.37403,4.88969,1738,61,Amstelaedami|Amsteldam|Amstelod.|Amstelodami|Amsterdam|Londres [i.e. Amsterdam?]|Te Amsteldam|te Amsterdam
Amsterdam,2759794,52.37403,4.88969,1739,61,A Amsterdam|Amstelaedami|Amsteldam|Amstelodami|Amsterdam|Te Amsteldam|be-Amsterdam|te Amsterdam
Amsterdam,2759794,52.37403,4.88969,1740,64,A Amsterdam|Amstelaedami|Amsteldam|Amstelodami|Amsterdam|Te Amsteldam
Amsterdam,2759794,52.37403,4.88969,1741,55,Amstelaed.|Amstelaedami|Amsteldam|Amstelodami|Amsterdam|Amsterdam|Te Amsteldam
Amsterdam,2759794,52.37403,4.88969,1742,55,A Amsterdam|Amstelaedami|Amsteldam|Amstelodami|Amsterdam|Amsterdam|Amsterodami|Te Amsteldam|Te Amsterdam
Amsterdam,2759794,52.37403,4.88969,1743,43,A Amstelodami|A Amsterdam|Amstelaedami|Amsteldam|Amstelod.|Amstelodami|Amsterdam|Amsterdam|Te Amsteldam|Te Amsterdam
Amsterdam,2759794,52.37403,4.88969,1744,60,A Amsterdam|Amstaelodami|Amstelaedami|Amsteldam|Amstelod.|Amstelodami|Amsterdam|Amsterdam & Leipzig|Te Amsteldam
Amsterdam,2759794,52.37403,4.88969,1745,44,A Amsterdam|Amstelaedami|Amsteldam|Amstelodami|Amsterdam|Te Amsteldam
Amsterdam,2759794,52.37403,4.88969,1746,46,A Amsterdam|Amstelaedami|Amsteldam|Amstelodami|Amsterdam|Te Amsteldam|Te Amsterdam
Amsterdam,2759794,52.37403,4.88969,1747,38,Amstelaedami|Amsteldam|Amsteldami|Amstelodami|Amsterdam|Amsterdam|Te Amsteldam
Amsterdam,2759794,52.37403,4.88969,1748,28,Amstelaedami|Amstelodami|Amsterdam|Te Amsteldam
Amsterdam,2759794,52.37403,4.88969,1749,52,A Amsterdam|A Amsterdam Et A Leipzig|Amstelaedami|Amsteldam|Amsterdam|Amsterdam et Leipzig
Amsterdam,2759794,52.37403,4.88969,1750,37,A Amsterdam|Amsteldam|Amstelodami|Amsterdam|Amsterdam|Te Amsteldam|t' Amsteldam [Amsterdam]
Amsterdam,2759794,52.37403,4.88969,1751,61,A Amsterdam|Amstelaedami|Amsteldam|Amsterdam|Amsterdam|Te Amsteldam
Amsterdam,2759794,52.37403,4.88969,1752,66,"A Amsterdam|Amstelaedami|Amsteldam|Amstelodami|Amsterdam|Amsterdam|Amsterdam, Heilbronn|Te Amsteldam|Te Amsterdam"
Amsterdam,2759794,52.37403,4.88969,1753,57,A Amsterdam|Amstelaedami|Amsteldam|Amsterdam|Amsterdam et Leipzig|Te Amsteldam|t' Amsteldam
Amsterdam,2759794,52.37403,4.88969,1754,59,A Amsterdam|A Amsterdam Et A Leipzig|Amstelaedami|Amsteldam|Amsterdam|Amsterdam & Leipsig|Amsterdam|Amsterdamo|Te Amsteldam
Amsterdam,2759794,52.37403,4.88969,1755,51,A Amsterdam Et A Leipzig|A Amsterdam et a Leipzig|Amstelaedami|Amsteldam|Amsterdam|Amsterdam|Amsterdam et Leipzig|Amsterdam|Te Amsteldam
Amsterdam,2759794,52.37403,4.88969,1756,30,A Amsterdam|Amsteldam|Amstelodami|Amsterdam|Amsterdam et Leipzig|Amsterdam|Te Amsteldam
Amsterdam,2759794,52.37403,4.88969,1757,29,A Amsterdam|A Amsterdam et a Leipzig|Amstelaedami|Amsteldam|Amsterdam|Amsterdam|Amsterdam et Paris|Te Amsteldam
Amsterdam,2759794,52.37403,4.88969,1758,54,A Amsterdam|A Amsterdam|Amstelaedami|Amsteldam|Amstelodami|Amsterdam|Amsterdam|Te Amsteldam|Te Amsterdam|t' Amsteldam [Amsterdam]
Amsterdam,2759794,52.37403,4.88969,1759,44,A Amsterdam Et A Leipzig|Amstelaedami|Amsteldam|Amstelodami|Amsterdam|Amsterdam|Te Amsteldam|t' Amsteldam|t' Amsteldam [Amsterdam]|t'Amsteldam
Amsterdam,2759794,52.37403,4.88969,1760,55,A Amsterdam|Amstelaedami|Amsteldam|Amsterdam|Amsterdam et Leipzig
Amsterdam,2759794,52.37403,4.88969,1761,69,Amstelaedami|Amsteldam|Amstelodami|Amsterdam|Amsterdam|Te Amsterdam|t' Amsteldam
Amsterdam,2759794,52.37403,4.88969,1762,52,Amsteldam|Amsterdam|Amsterdam sic!|Amsterdam|Te Amsteldam|Te Amsterdam|t'Amsteldam
Amsterdam,2759794,52.37403,4.88969,1763,54,"A Amsterdam|A Amsterdam, & se trouve A Paris|Amsteldam|Amstelodami|Amsterdam|Amsterdam|Te Amsteldam|te Amsteldam|À Amsterdam"
